,review,sentiment
394,Product is very good bass is also very good sound quality is mindblowing .........but not clear voice during phone call in outdoor or road sideREAD MORE,4
395,superb  Good bettery life good bass comfortable headset wow i injoy itREAD MORE,5
396,Very good product . Better is also good . And material used is also good After used this item  I observed it's better'packup is 9 hr if used continuously. Otherwise 2dayREAD MORE,5
397,I like it but one but one of my ear bud was bit teared even though they give extra of them my fav one was the one to get teared but in all I liked it very muchREAD MORE,5
398,Very good product. But delivery was a little bit late.PROS 1 Very good sound quality2 excellent bass 3 design is very good 4 colour is good CONS1 Battery is not so good . it lasts for 5-5.5 hrs .2 it is very long on the neckREAD MORE,5
399,"SOUND QUALITY IS GOOD BUT BUILD IS NOT GOOD FOR LONG TIME USAGE & BATTERY BACKUP IS ALSO NOT GOOD IT SHOWS 100% ONCE CHARGE FULL IN SOME TIME IT SHOWS 80% & START DISCONNECTING THEN IT SHOWS 20% OR OFF.. COMMITTED BATTERY BACKUP IS 6 - 8 HOURS, ACTUALLY ITS ONLY FOR CONNECT NOT FOR USAGE..READ MORE",2
400,"nice good product, I like to prefer something: giving extra ear clamps may be Worthy because it is so easy to get lost and I'm a victim, using it without those , won't for in my ears as wellREAD MORE",4
401,Awesome sounds great bass is great battery life goodREAD MORE,5
402,awesome product . worth every penny i strongly recommend for this product its so comfortable yo use I'm giving this review after two months of use ...READ MORE,5
403,"Such a Good Headset Under 1500, I got this at 1100, really i enjoy the music while using it.... Thank You Boat!READ MORE",4
404,earphones are good inoff with full charge i got two days battery backup with an average usage at budget this are good but i recommend Boult museREAD MORE,4
405,super sound quality and awesome bass decent battery life all over best boat 255fREAD MORE,5
406,"Superb bass, good sound quality, best in marketI love boAtREAD MORE",4
407,"excellent build quality and superb bass.lightweight, easy to use easy to charge.READ MORE",5
408,"after 1 day of use.. I'm here to rate it. TBH didn't recharge it yet. apart from this, great sound quality, driver is awesome. Mind-blowing Thumping Bass. but sound it a lil bit bold 'cause of It's Bass Booster performance. Great product in Price Range. Simply Go for it.READ MORE",5
409,ithil rubber band chuttitt nikkunnilla but sadhanm kuzhappilla njn enjoy cheyyunnu enikk ith simple Anu powerful so ellrm vangikkanm allel company pootty pokum so nice thnku congratulations beautifulREAD MORE,5
410,"I like this product got this on 999 and at this price it's very good sound quality is also very good , battery backup of Bluetooth is excellent I like it. There is only one thing the support system which is given to fix the earbuds is too bad you should remove this then use it other you will feel the pain in some time.READ MORE",4
411,Sound quality is not much good there is no good bass realme buds are far better than this one. 3/5READ MORE,3
412,packing of flipkart is very good.the sound quality is too good on full volume but in low volume you will not satisfied but all over good product.You can purchase without any thinking.READ MORE,5
413,"The headsets have the good bass but, the sound quality is low.Bass is to high and sound is too thin. Building quality is good enough. Use this at 70-80% volume and you will get the perfect combo of sounds.READ MORE",3
414,"stylish and comfortable and battery also good , built quality of product awesomeREAD MORE",4
415,I totally loved this. the battery life is so good and it last for so long. quality amazing. worth buy product.READ MORE,5
416,one of the best bluetooth headset and good at all. battery is too good more than 6 hr you can use and light weight you not even feel there is something on your neckREAD MORE,5
417,Boat Rockerz.Pros:*Bass quality super. Theatre like experience*Metallic earpiece know for durability.*Tangile free wire*Bluetooth connectivity range is good between 10 feet.*Battery backup is decent.Cons:* No clip provided *battery backup need to be improvedREAD MORE,5
418,sound quality time is superb bass is good  design and is ok battery pack up very early good  working condition minimum wage 8hours. value for money one of the best Bluetooth headset for this price good dilevery Igood packingREAD MORE,5
419,Initially its Awesome..!I got these for 1k only....you might get for 1.4 or 1.5k also...wait for deals you'll definitely get a good price...anything is awesome but you wanna premium wireless earphones then just go for realme ones...they are far far better than that.....READ MORE,5
420,"Nice value for money, good design, and sound quality, I use 2 days in a single charge. Battery backup is so good. Highly recommendREAD MORE",5
421,"For the price range of 1k to 1.8k these Bluetooth headset are absolutely the best one out there. For an audiophile anything below Beats-Bose-Sennheiser-Sony(all 10-15k & above)is waste. But we all know everything starts from Money(how much can i spend) & ends at what's best in this range. Bass(7/10), Clarity of sound(8/10), Bass-Treble balance(9/10), Comfort (9/10), Design (7/10), Battery Backup(9/10). Here 7-Good, 8-Satisfying, 9- Best (for this range, respectively).READ MORE",4
422,battery backup is awesome . I get it in 1000 rupees. worth the price . good sound quality and bass is also good.READ MORE,4
423,Great headphones at 890. fast delivery as expected from flipkart. very decent baas with overall great audio quality. Battery back up is also good.READ MORE,5
424,Best headset with good build quality. With decent bass and nice sound.READ MORE,5
425,nice product for this price. sound quality and brass is funtastic battery backup is also good and this headphone design is well. I am very happy to use this productREAD MORE,5
426,very good earphones bass is punchy vocals are clear backup is decent not that great but decent for day to day uses and build quality is superbREAD MORE,5
427,Awesome.....amazing......mindblowing.....great......one of the best in the market . Excellent bass with great sound quality. Connectivity is best nd battery backup more than that it is mentioned. Must buy product #no.1 in the marketREAD MORE,5
428,Just Boat Things❤️❤️ of the ultimate best wireless headphones in this range.It delivers a powerful bass and perfect sound.The active noise cancellation makes the phone calls perfect and also the battery backup is littlebit small but we can manage that.Otherwise i doesn't feel any drawback in this product.In single sentence its just an amazing product❤️❤️❤️READ MORE,5
429,nice product 👌👌👌 and good quality 👍and thnx to flipkart shopping shop ...for good product s and fast delivery..READ MORE,5
430,good product good sound good bass price is affordableREAD MORE,5
431,It's best headset but when u cl someone at the time they in outside other sounds are more accurate than her voice except this it's best one... 😊READ MORE,5
432,"sound is good , if you love high base then its for you.. i was expecting for BT 5.0..and also if you use it while riding then it might will fall on the way while overspeeding.. keep it under caller and also i won't recommend it for high gyming..READ MORE",4
433,"overall it is a nice product but it could be a better one. if we compare it with mivi thunder beat, both of these have some drawbacks. sound quality of mivi is very good but base is not that great. boat have a lot of base but its sound quality is not that great. its comfortable to carry it fits well, it is light weight. on the other hand mivi is a little bit heavier and your ears will start paining if used for long. overall i can say under 1000 both of these are good.READ MORE",4
434,"using this product for last two months. personally i prefer this for all bass lovers. really great detailed bass. good quality sound. got a battery backup of more than 6 hours, the only problem is that it will show 100 percentage all the time and it suddenly shows 20. but don't mind that , only look upon battery backupREAD MORE",5
435,good product but not satisfying bass like boat bassheads 225 good product from flip cart thanks to flipcart good battery backup  i suggest to buy itREAD MORE,4
436,Best bluetooth headphone in this price segment at Rs.999/- . Awesome build design and plastic used in the power button segment is good.Wire material is also good and Tangle Free.Neckband is Perfectly Fit in Neck.And delivery from ekart is also fast.Thank You.READ MORE,5
437,nice product sound quality is good 1000rs ku best sema sema battery is for more than 6hrs...really nice product ....hear it in Poweramp app...really superREAD MORE,4
438,"Nice product , Nice sound clearity , Genuine product received. Happy with itREAD MORE",5
439,"awesome product, have been using it now for quite some time and really love the product. the battery backup is also good. would definitely recommend it to people.READ MORE",5
440,Superb and sound clarity fantastic lovable product but. Another product i was order but product missingREAD MORE,5
441,really this is very awesome Bluetooth headphone sound quality is so awesome and bass also very good very nice product really this is value for money and this bluetooth earphone is very light and very comfortable if you want to buy this product you can buy such a nice productREAD MORE,4
442,awesome product and awesome deal.i bought it in only 999 .. am happy to have this oneREAD MORE,4
443,Good product. I gifted to my gf for video call. Works well and mic works stunning.READ MORE,5
444,"So good product in 999/- rs. Lightweight, perfect and more than good sound. Battery life is great. 8 hours written but gave me more than 15 hours. Must buy productREAD MORE",5
445,"very good product... got at 999 during offer,.. good sound,,.. good battery backup... easy to use.. just connect via bluetooth and start playing songs.... calling...READ MORE",5
446,"awesome product.... nice working, nice battery backup, superbly light weight, superb looks...READ MORE",5
447,"First of all,  Its a good budget bluetooth headset at this price range. I got it for Rs. 999 during the Republic Day sale. In my opinion this headset is one of the beast for bass lovers,  not for someone looking for call clarity and so on.. its a perfect one made for bass lovers. Bluetooth connectivity is fast and didnt face any probpems with that oneREAD MORE",5
448,"Hello ,     I got it at Rs.999 . best sound ever , bass is Above average ( if u want to Very high top leval bass then it is not for u ) , build quality is amazing . battery backup is Good it's give me 6 Hour .  if U play Games like Pubg Then It's not for u , u will face sound delay In Pubg Today I was killed because enemy throw grenade on me and I listen sound of grenade after knock down. so  but if u not play Pubg then definitely U should go for this ,it's my strong recommendation ...READ MORE",4
449,1 no.... superb neck band  awesome quality nice sound 👌👍👌 I am happyREAD MORE,5
450,"this is a very good wireless headphone.. first of all I am buying it in 999 and at this price point sound is quite good.. mid and high also good but Lo is very bad, that's ok at this price. you can't expect too much at this price point from this wireless headphone.. vocal is little bit bad but bass and treble is good.. well that's it for now and I will post a review after sometime when I using it well. thank youREAD MORE",4
451,this headest is good for me because of its bass and beat recognizing capability . you must buy it if u are a bass lover. and the classic songs play to smooth there also I have no issue . must buy it .worth for money😎READ MORE,5
452,"pros : 1. Easy to connect           2. Amazing sound           3. Good bass ( Depends on songs )           4. Great sound clearity cons : 1. The wire seems low quality           2.  not 100% flexible           Though these cons are minor , still the sound is faar better than those true wireless and other brands !! if your budget it low then this is the best affordable wireless headphones .READ MORE",5
453,"After 10 month use, i can say this is the best bluetooth . Good base, good battery backup. Thank you flipkartREAD MORE",5
454,"sound quality good nd bass is too good,fit nice but when wearing put in the ear it's feeling little bit of cozy but overall is goodREAD MORE",5
455,great product.. awesome sounds quality and super large battery backup.. totally worth every pennyREAD MORE,5
456,perfect buy in good price. just battery backup is 6 hours if it fits your need you can go for it. good bass in sound so i like it most in the range.READ MORE,5
457,It's nice as it is clear sound nice bass ahe yay good productREAD MORE,5
458,The quality of this headset is really niceI liked the sound quality and the bass is also nicegood built quality and also connects very easily..I would recommend to buy it.... it's a good dealREAD MORE,5
459,"Best Product, Awsam Sound, Good Bass, havy clearity, Nice Design & Best Rate.READ MORE",5
460,"Quite LESS BASS! If you heard from good headphones earlier like skullcandy, Sennheiser, sony, phillips etc. Except the BASS other sound is good quality and able to play in almost all frequencies.Sound volume output is also too low.look and feel is goodgood battery backup and functionalities work fine.Good headphone for calls while outside as it is light and flexible design and not recommended for multi media music listening purpose.Better invest little more money and buy skullcandy or Se...READ MORE",3
461,Very good quality product. Mind blowing sound and bass. Superb Cool 😎 design. Good battery backup and fast Bluetooth connection.READ MORE,4
462,awesome nice bass and all clarity superbREAD MORE,5
463,"One of the best purchases, fully satisfied with this headset. I purchased many other headset earlier of different brands but was not satisfied so much. Thank you flipkart!READ MORE",5
464,Awesome product. Bass and sound quality is good. Best product in this price range 😍 # in love with this 😘READ MORE,5
465,Great Earphones with a great sound.Quality is really good and design is very comfortable and durable.Bass is awesome treble and mid are a bit low as compared to bass but with proper equalizer they give a great sound.READ MORE,5
466,This is the best earphones under 1500 rs segment although it could be better if they provide latest Bluetooth 5.0 with longer battery and the highlight of this product is superb bass... Far far better than mivi brandREAD MORE,5
467,Bluetooth is not fully compatible with MI Phone and sound quality gets lost in between due to the extra bass - it gives out extra base even when there is no or very little base in the song. Not good for listening songs where the melody is more important than drums. Design is good but you can't change songs using mounted controls thats very Disappointing.READ MORE,3
468,"very good Quality, Good battery backup, Very good voice Quality. Nice ProductREAD MORE",5
469,very nice Protect and clear sound for Superb bassREAD MORE,5
470,First glance..Looks pretty well Connects so easliy Sound department Some kind towards Båssy low treble If u r a bass lover ..u love it otherwise don’t go for itCheersREAD MORE,4
471,good product I love it very much nice base nice look 😘😘😍READ MORE,5
472,Amazing headset ❤️ i love it... For pubg it is one of the best for sounds...READ MORE,5
473,Writing after 1 month of use. This is my second earphone in the same model. The first i bought had very bad sound quality. No base very hollow sound. The reviews were very good but the earphone performance was sub par so i returned it. That was in amazon. Then after searching for a long time this was the best in budget so this time i bought in flipkart. The sound quality was amazing for a Bluetooth headset. Its not a sony or any thing but for 1K you can't ask for more. BASS is awesome if the ...READ MORE,5
474,I'm writing this review after 2 days of use... sound quality is great but bass could have been better... ear bud wings are not easily fit into your ear it take time to adjust... battery back up is too good .. after full charge it last for more than 5 hrs of regular use .. I got this product at 1399rs.. at this price point I'm satisfy with it.. but design is not so appealing and it's wire is unnecessarily long ...READ MORE,4
475,first of all I bought this on regard of recommendation from my from I tested it and liked it the music quality 5/5bass is the main attraction and the reason I bought this neckband it takes you to a whole new level 5/5next is build quality it's nice and well build but ear hurts a little bit after 2 hrs of continuos use well not a problem in my case so 4/5value for money in big billion sales you get this at a rate of 899/-on normal rate it is 1399/- well yeah it has value for money 4/5READ MORE,5
476,Nice Bluetooth comes under best price. Sound clarity is good but bass is so high. Battery backup is less. very comfortable. Value for money product.READ MORE,4
477,ok but...if you always love to hear music.. this not your best  choice...this is only focused for bass...you can't clearly hear normal music and  voices....sounds like China low quality headphones..READ MORE,3
478,"Good sound quality with perfect bass, but not Comfortable with helmet.. Also call quality is very poor, most of the time except your people can listen all other background sound..READ MORE",3
479,Nice product and sound quality I liked so much good comfortREAD MORE,5
480,Branded one which give awesome experience. Sound clarity is okay but when compared to Boult it is less. Design is Perfect and Battery is okay for a day. It will be more fine if the earbud is curved so that it can avoid falling often.READ MORE,4
481,product was good when I bought it. it was so good to hear music on it. but now I am not able to hear properly on right side earphone. I bought it only a month ago. and the sound quality is decreasing day by day... not sure whether I received wrong product or this product is always the sameREAD MORE,3
482,This product is very very good condition and sound quality is so good or bass quality so powerful i'm impressed used this productREAD MORE,5
483,Had a great deal. Bass is good. Satisfied with the product.. Good price with good quality product.READ MORE,5
484,"sound is good, bass is also very good at this price. battery backup is also too good .... bluetooth connectivity is good. but there is a little problem with the microphone.  when you call someone at that time your voice is not clear but the other external sounds are very clear to the receiver.READ MORE",4
485,"this is really awesome . I write this review after 2 month, and I purchase 2 pcsthus is really very good ear phone, their sound is very goodREAD MORE",5
486,"I am using this product for last 3 months. The product is very good compare to the price. I purchased it on offer at 999. sound quality is very good, design is also nice and best feature is battery back up. Single charge lasts so long. In a word good product.READ MORE",4
487,"very cool product by boat i m by this 2ed time im 1 year, very good quality sound and best service by boat.READ MORE",5
488,This is amazing product and I will recommend to all who love music and a long battery back up. You feel the music and the super cool bass. Love the earphones and I am still using it and I did not seen any kind of drawback till now in this product. Keep it up. Thanks for the lowest price that I got this from Flipkart. Cheers!!READ MORE,5
489,pros it comes with a nice neck band which is very comfortable and it's also sweat proofthe bass is very good the fitting and all is all good fits right in the ears nice sound cons we better watch out for the water because if the water is absorbed by the headphones then it's gone and battery can be improved a little bit keep it away from fire cause the battery can be damaged over all a nice product and very handy useREAD MORE,5
490,after using 10 days i am feeling it will do good job for what u spentits need improvement at bass battery backup up to 6hrs after full chargebut u feel comfortableREAD MORE,4
491,it's a good headset for every mobile i have one plus 6t and i am getting everything whatever i want like bass superb sound quality awesome if you want extra bass than you should try boat rockerz 255f.READ MORE,5
492,M very impressed by the bass quality its realky awesome..i figure out some pros n cons as followsPros-1. Light weight2. Neck band is not heavy and thin.3. Bass is awesome..at its best in this price.4. Sound quality is crisp and clear.5. Calling in this is very nice.6. Connectivity is really good. u just have to switch on the bluetooth of ur mobile n it will automatically connect itself.Cons-1. Battery back up is very unsatisfactory..its gives u only 3 to 4 hrs only after fully charg...READ MORE,4
493,"the product is really good in terms of sound quality, base. base is more than expectation. it's really amazing. if you love the vocals of the song then try different one. but for me I love the base so I really liked. let's see how long it last, will be updating my review after one week of usage.READ MORE",5
494,"The headohone is decent enough for this price range (999) and you can expect well D2D usage. Battery does need charging, and also volume on headset seems somewhat low. The Next/Previous track button working is cumbersome. All in all good for this priceREAD MORE",4
495,Great product at a good price! Amazing sound and good build quality.READ MORE,5
496,"sound level is not that best like 600. Bass is not up to the mark. Overall built is good. look is satisfactory. In total, a good item that is worth keeping.READ MORE",3
497,best wireless headset i have ever brought .. i love this headset nd recommend to every music lover ..its bass and quality is awsome 😍😍😍😍READ MORE,5
498,good one but can be better not comfortable with ear after 1 hr ... but value for money ... if you purchased in sale otherwise you should prefer Realme wireless earphones... at place of this...READ MORE,3
499,"Very good, great bass, I love this features. This amazing earphone. Go for boat products and accessories. Realy great music experience with boat.READ MORE",4
500,Awesome Bluetooth Headset.. fast Bluetooth connection.. noise reduction.. super bass.. well packaging.. good on time delivery.. overall it's a money worthy product.. i will recommend for all my friends and colleagues..READ MORE,5
501,Product is nice battery back up sound clarity while listening music is nice and on call voice is good ...When I purchased it price for this product was 1499 rs and when I received this product price was 1399.i am not getting the connection why they fluctuate price on daily basis. Flipkart needs work on this.READ MORE,4
502,you guys are awesome 🤩.... good product......this product is cool and styles. I am really loved this product. it's battery backup is good and Base is awesome totally superb product.READ MORE,5
503,worth d price battery tough i havent seen any issues as of yet its super ligh weight. sound is better as compared to mi bluetooth headphones. buttons are a but tough(hard). overall 3.5 out of 5 😁READ MORE,4
504,excellent good and voice and the best quality is too Deep. battery backup is so so good. sound clarity is good and fantastic.READ MORE,5
505,This is a very good earphone.The sound level is very good  The packing is very good .I liked itREAD MORE,5
506,"very good sound quality with proper bass and treble.very comfortable with the ears,balanced.Small and very usefulREAD MORE",5
507,"Perfect product as I expected with the brand sound quality awsome clear sound while u are on call and you are listening music, bass perfect, bulit quality is gud, design gud, over all product is worth to buy you never be think that u have done any mistake to buy the product. over all 5 start.😊READ MORE",5
508,"product is really good, sound quality is real stick more dramatic, battery performance is also up to the mark.  Little concern is about the earbuds size. it very complicated to fit in ear properly.actuly middle part is heavy so earbuds cant stable in ear. I think boAT Should work on it, other wise rest thing is quite wellREAD MORE",4
509,"My boat 225 super extra bass wired headphones are better than this. I liked bass  on this. I don't liked sorrounding sound, battery life, calling via this ( faced 2 sec delay in reciever end) other than this, I m just OK, but not happyREAD MORE",5
510,Nice sound quality and good bass under this price range all things are excellent in this earphones except its battery backup which gives up to 5 hrs of battery backup which is less for a daily user or a music loverREAD MORE,4
511,"product is very good but i wanna say that the delivery service which flipcart treated me is very very very very...  poor ,cheap and unsatisfied..  I'm very disappointed with this poor delivery procedure given by flipcart .. promise date is 9 oct and product delivered at 14 oct..  improve your delivery department and make calm your promises (in most of cases)....READ MORE",5
512,this headset is osm and I hope you I have a great headset and this bass is super colllety and product is best for me and we are use to gym 💪READ MORE,5
513,"Manufacturing quality is good also variant is attractive, it is good fitting in the ear, also very comfortable for travelling, you may not feel discomfort while you are using this bluetooth headset, also very good voice quality transmission, during call conversation. I love this bluetooth headset.READ MORE",5
514,"product is osm.😍 everything is good but when we are calling with someone sound of our are not going properly out, so fix it & good sound, Bass, clear sound So Enjoyed😀READ MORE",4
515,it's a very good choice at a reasonable price. Though the sound is not out loud but sufficient with good quality. As an edm lover great as per plug in headphones. Great while doing workout but if you wanna jog run then it jumps on your shoulder so slightly on the negative side while runningREAD MORE,4
516,Good product. Awesome bass. Sound quality was superb...built quality was superb.my boat rockerz 255f more 5 hours of Battery backup. I like the product. Day by day I become a big big fan of boAt audio products...READ MORE,5
517,"everything is on its place lovely sound bass iss a bit more but then bass is what i love so no problem at all good for daily use used it for a entire day without charging u can't play pubg cause of the delay in sound cons not yet found one so can't say thanks flipkart and thanks to the delivery person he was very helpful thanks flipkart and ekart for this amazing experience and finally if ua looking for a good bluetooth headset go for it I'm using it in gym, while i jog or exercise good grip ...READ MORE",5
518,"quality wise it is good , base also awsm  after 10 days I'll review it properly how is the batery back up n allREAD MORE",4
519,it's very good product it's easy to use . it gives me the best music quality.READ MORE,4
520,delivery very fast in 2 days only.. steal deal fro rs1300 . sound quality is good. it is loud . comfortavle around the neck .hook is detachable .so if u dnt like it you can remove the hooks . battery backup is good . good for bass .. quality of material is good and soft material ..light weightREAD MORE,5
521,J HAVE FALLEN IN LOVE.Wonderful and excellent sound with three adjustable buds & with comfortable fitness.At 100% volume with high bass I feel like I'm in my own and another world.Excellent battery backup.all over this is best for allREAD MORE,5
522,i am giving the review by using half a day bt its sound quality is best. love the headset sound is awesome fabulous i will not compaire with others bcs no headset is exact same so not compairing.READ MORE,5
523,These headphones are really amazing it's easy to rest on the neckhas a good quality sound with bass packed with a great battery life suitable for workout allover it's worth the purchaseREAD MORE,5
524,Good bluetooth earphones but it feels a little heavier.. When worn around your neck.. Otherwise it sound is good but I like skull candy earphones more as the sound quality is more clear and niceREAD MORE,5
525,All ok with Good Sound Good Battery Good Bass And Build Quality Loved itREAD MORE,5
526,Good product from boat. Very good bass. Very good Sound quality. And good batter backup.READ MORE,5
527,the neon color is amazing even the sound quality is upto the mark. The delivery came a day prior to it's estimated delivery came safely without any damage. Loved it thanks flipkartREAD MORE,4
528,nice produce but while driving it not that much comfortable but audio is good and they are comfortable in ear alsoREAD MORE,3
529,"I have received a very nice color which is shown in the picture & my husband is soo happy to use this earphones . I gifted him on our anniversary & really it is such a nice product. anyone who wanted to purchase then go for it,  this too awesome in all ways...READ MORE",5
530,"Best Bluetooth Headphone very affordable in price as compare to others brand , sound is good and very nice bass is too good. 😍READ MORE",4
531,"sounds great and builds good still,i won't say it's super comfortable yet a good competitive product in a price range of under 1000rs which is price only during discount sales..,mic is good and clearly audible overall a good purchase and satisfied with itREAD MORE",4
532,My honest review... if you r a bass lover then this is definitely for u ..this earphone is best in this price range...don't think more just go for it you'll love itREAD MORE,5
533,"Nice product..... Bass is better but when you plug in your ear then you can't listen anything from from outside, when the device is not playing you feel like anyone stop your ear. so that when you use maximum time feel uncomfortable. Otherwise sound quality is good and bass is enoughREAD MORE",4
534,Good & awesome product sound quality is best & bass quality awesomeREAD MORE,5
535,overall it's good but price should be cheaper as I always find some sound latency. good for listening to music but not for games due to sound delay.READ MORE,4
536,"Good product,  I liked it very much, but there is a scope of battery life improvement. Still it's a worth buying.READ MORE",4
537,"good product , easy to connect phone, perfect fit, good battery pack up. only one problem bluetooth range one room capacity only you move next room sound not clear.READ MORE",4
538,Nice products i like it so much ...My fav brand boat for earphones...I like it..Nice products and looking glorious..READ MORE,4
539,"nice volum, bass, trubbleand and nice battery backup, i am using in playing pubg game it is a good over all nice product value for money.READ MORE",4
540,worth buying this product. super bass. good battery back up. overall superbREAD MORE,5
541,Best Buy Product Enjoying The Music.. Bass Is Good Sound Quality also SuperREAD MORE,4
542,Nice product. Battery backup is good comfort in use.  Good looking and bass is medium. Buy it nice one guys.READ MORE,4
543,reviewing after using for 1 week one of the best product awesome sound decent bass with awesome  battery life one of the best budget bluetooth  headphone in boatREAD MORE,5
544,"Really a good product,  Good design and Good Sound Quality... Don't believe anyone this product is more valuable than its cost... only remark is Battery Backup it stands for one day for average users...✌👌👌👌READ MORE",5
545,the product Is actually good worth money. I bought this for 899. for that price range it's too good. pros.1) good battery backup.i watched 2 movies when I was.                       travelling. the battery backup is more than 6.5 hours.2) it's sticks to us. very flexible.3) Bluetooth connectivity is quick and the range is somewhere around 6/7 meters.cons.1) the outside noise is clear than our voice. noise cancellation should be included.READ MORE,5
546,wat a battery and sound .nice while travelling littlw connection disturbance .bit overall fine and good product compared all this one is the best o best .READ MORE,5
547,"Rocking Product !Bass is awesome and even the music clarity. Overall its a good deal to try this headphones, it will give you a new defination within a decent price tag.READ MORE",5
548,Okaish sound quality. Bass is good vocals are sort of clear treble is also fine. If you get it around 999 than it's worth buyREAD MORE,3
549,"Good for listening music watching movies, but not for gaming, at least for me. While playing games the sound delays, its like 0.5 sec delay, which is not less when playing competitive games.READ MORE",2
550,"I have been using it for last 4-5 months. The sound is pretty good with normal base. There are lot of connectivity issues, I dunno if it happens with everyone or not but with me if I keep my phone at a distance of 2-3 feet it starts glitching. I won't get clear sound.READ MORE",3
551,it's good for normal listener's good bass good quality good price good battery backup that's it easy to enough to buyREAD MORE,5
552,best quality earphone with punchy bass and great sound quality and build quality is awesome totally an awesome bluetooth headset to buyREAD MORE,5
553,Great quality of sound. Battery backup could have been even more better like couple of hours more. Rest it’s fantasticREAD MORE,5
554,"Amazing product. I was not expecting this quality at 1100. Great Bass effect, also at full volume, noise does not come out from the pods. Last 7-8 hours on continuous usage.I would like to recommend this product.READ MORE",5
555,the sound clarity is good but shows some variation on full volume. At this price range this one is a good product and i recommend everyone to buy this if you wish to buy a Bluetooth neckband.READ MORE,5
556,superb product at this price. Superb bass. Bass lovers can enjoy a lot. worth buyREAD MORE,5
557,A very nice peoduct with nice bass and sound quality. It has a good battery backup as well.READ MORE,5
558,"Awesome bluetooth headset , Good build quality, good connectivity n best sound quality, value for money, so go for it.READ MORE",5
559,"Super quality, but at driving sound is low quality other wise superb at playing pubg awosome sound reasonable priceREAD MORE",4
560,"I have been using diffrent types of earphones for 6 years never felt the sound quality this good , boAt rockerz are amazing , best 1200 rs ever spent , i would totally recommend this product to anyone , just buy them you will be amazedREAD MORE",5
561,"awesome sound quality n excellent bass.. battery backup could have been more better. i'm writing this review after using it since one month and comparing it with other bluetooth headphones from boult and mi, and found it more satishfactory.    Simply this is an amazing product.READ MORE",5
562,best headphone in this ratebut quality is not that muchthis is suitable for the person who loves bassafter some time my ear is painingREAD MORE,3
563,amezing product... good sound quality & battery backup also ..fer better then sony frend trust me & go for it...IT is really good quality product..READ MORE,5
564,osem product very nice product sound quality is very very good and battery back up is also nice when it full charged it can 6-7 hours playback time built quality is very nice....READ MORE,5
565,good quality good boss  but it is not comfortable wire . sound not clear . wire is to short battery problem .READ MORE,3
566,sound is lower than expected .bess is outstanding and vocals are good all around good product but mic quality is not good as expected .pubg sound is not delaying much good for pubg .if you ar a bess lover just go for it i recommend it ....good job flipcart for fast delivery ...within 2 days ...good experience this time..READ MORE,5
567,Even though the bass is fairly good I feel like it's too noisy. Ears hurt after listening for some time. Doesn't feel good while listening songs. And length is too much.READ MORE,2
568,"I Didn't Expect These product is Mind blowing...😂But truly It was amazing Bass,volume,and battery backup Is Outstanding in these prise range..I will suggest every One who play PUBG mobile and Use Earphones For regular use Please Buy these..It was truly Good ..🔥READ MORE",5
569,Pros:Good quality sound with nice bass.Connection with mobile or laptop is hastle free.Battery back up is fine.Auto disconnect mode helps in saving battery.Charging is fast.Cons:Build quality is very poor. It feels like very cheap is quality.Connection/ Charge light is so small that it is very difficult to identify whether it is connected/ charging or not.Overall it's a nice product and Flipkart's delivery is top notch.READ MORE,4
570,excellent product i love it i buy it in flipkart big billion sale at just rs 899 good sound quality and very high definition sound and it is so useful when we are on bikeREAD MORE,5
571,very nice super fantastic Bluetooth I am very happyREAD MORE,5
572,good quality nd sound❤.. nd it's very light weight🥰.. u can handle it very easily 🤘. love this ear phone.. bt battery back up some blahh😣😣.. otherwise  all right 👌🥰🥰READ MORE,4
573,its a superb quality dude its work amazing i didnot expect ths. superb bass with nice soundREAD MORE,5
574,"Simply not my kind of sound profile. I like headphones with good treble, But this headphone is good for bassy sounds. Build and Look wise they are good, But if you want to enjoy rich sound then these are not the ones to buy.READ MORE",3
575,"Suits perfect for bass lovers😍 Comfortable and flexible , loved this product 🤠READ MORE",5
576,one of best brand and good in sound quality...my favorite online shopping is Flipkart...very impressed with Flipkart serviceREAD MORE,5
577,"superb bass with good battery backup,if any one is planning to buy a budget handphone then plzz don't wait jst go fr it seriously ur price will worth it.love this product,love u flipkart😘😘READ MORE",5
578,it's a very good product sound quality is very awesome and over all this product is good u can buy ....😘READ MORE,5
579,I loved it really good sound also long time use in ear no pain build quality super battery backup is also good 7.5 hours so give to 5 stars .....READ MORE,5
580,VERY GOOD  Seller Send before timesound quality also superbI tested after discharge of first charge I got wonderful result of battery backup.....morning I start playing it at 4.45am till 12.30 pm continuosly at 12.30pm it shows 20 percent of battery.....but one problem is  that while charging it   doesn't show light indication.i don't know the problem..but for me syska and jbl i used before this boat  experience is awesome. ***NOTE FOR SELLER :- BEFORE SEND PLESE CHK BOX  BECAUSE I GO...READ MORE,5
581,it was an outstanding sound and felt like awesome clarity.really superb.... price was very niceREAD MORE,5
582,it have very good deep bass but its design is not good it's improve by stop music touch ear budsREAD MORE,4
583,"Must buy this product. Very nice product. Very high,  good quality Sound. Good Bass. If you are looking for a new gen. headset Surely I prefer This..... ❤️...... it is not appropriate to some devices when i connected to a samsung mobile I can hear some irritating sound.READ MORE",3
584,yah.. i love it compare to others headset this one is best .. and nice packing.. no damage found .. allover this is good productREAD MORE,4
